id,sentence,label
8442," . . . a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . 
",objectivity
8443,"it's a bad action movie because there's no rooting interest and the spectacle is grotesque and boring . 
",objectivity
8444,"[a]n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . 
",objectivity
8445,"""as broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism . ""
",objectivity
8446,"it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison . 
",objectivity
8447,"what blood work lacks in speed and surprise it almost makes up for in doughty professionalism . 
",objectivity
8448,"""kitchen scenes playing as obvious and light-hearted metaphors for states of mind and relationships , mostly martha leaves a few elements hanging that it probably should have tidied . ""
",objectivity
8449,"""if signs is a good film , and it is , the essence of a great one is in there somewhere . ""
",objectivity
8450,"so exaggerated and broad that it comes off as annoying rather than charming . 
",objectivity
8451,"""coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema . ""
",objectivity
8452,"""it winds up moving in many directions as it searches ( vainly , i think ) for something fresh to say . ""
",objectivity
8453,"""hawn and sarandon hit the ground running , and are so funny and goofy that they distract and delight us . ""
",objectivity
8454,"""recoing's fantastic performance doesn't exactly reveal what makes vincent tick , but perhaps any definitive explanation for it would have felt like a cheat . ""
",objectivity
8455,"""message movie or an action-packed submarine spectacular ? alas , it's neither . ""
",objectivity
8456,"""this is pure , exciting moviemaking . you won't exactly know what's happening but you'll be blissfully exhausted . ""
",objectivity
8457,"""there is a genius to ( this ) experimental and utterly surreal historical epic that has nothing to do with the fact that it was shot in one uninterrupted , mind-boggling take . . . ""
",objectivity
8458,"""a tough go , but leigh's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the film's often-mined and despairing milieu . ""
",objectivity
8459,"""high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky . ""
",objectivity
8460,""" """" nicholas nickleby """" is a perfect family film to take everyone to since there's no new """" a christmas carol """" out in the theaters this year . charlie hunnam has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero . ""
",objectivity
8461,"""the narrator and the other characters try to convince us that acting transfigures esther , but she's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard . ""
",objectivity
8462,"""a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python's meaning of life . ""
",objectivity
8463,"has its moments -- and almost as many subplots . 
",objectivity
8464,"""little incidents pile up , and eventually what was strange becomes terrifying . ""
",objectivity
8465,"""ken russell would love this . in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino's climactic shootout ? and meat loaf explodes . ""
",objectivity
8466,"the chateau . . . is less concerned with cultural and political issues than doting on its eccentric characters . 
",objectivity
8467,"""egoyan boldly inspires viewers to deal with issues of cultural memory and responsibility , especially in moments of confusion when family issues intersect with monumental historical facts . ""
",objectivity
8468,"""harrison's flowers puts its heart in the right place , but its brains are in no particular place at all . ""
",objectivity
8469,"""there's an energy to y tu mama tambien . much of it comes from the brave , uninhibited performances by its lead actors . ""
",objectivity
8470,"""with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player , this latest skewering . . . may put off insiders and outsiders alike . ""
",objectivity
8471,"""[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too . ""
",objectivity
